,Male,Female,Infant,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
1091,0.0,0.0,1.0,0.45,0.32703125,0.11,0.3685,0.16,0.0885,0.102,1.0
1092,0.0,0.0,1.0,0.46,0.35,0.115,0.4155,0.18,0.098,0.1175,2.0
1093,1.0,0.0,0.0,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,2.0
1094,0.0,0.0,1.0,0.47,0.38,0.125,0.4845,0.198796875,0.1075,0.142,1.0
1095,0.0,0.0,1.0,0.475,0.33796875,0.1096875,0.4565,0.206,0.099,0.13,1.0
1096,0.0,0.0,1.0,0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,2.0
1097,0.0,0.0,1.0,0.48,0.38,0.125,0.6245,0.259671875,0.1085,0.1665,2.0
1098,1.0,0.0,0.0,0.49,0.465,0.125,0.5225,0.235,0.12300000000000001,0.141,2.0
1099,0.0,0.0,1.0,0.5,0.375,0.14,0.5435625,0.248,0.112,0.1585,2.0
1100,0.0,0.0,1.0,0.5,0.375,0.12,0.542,0.24184375000000002,0.11853125,0.17,2.0
1101,0.0,0.0,1.0,0.5,0.38,0.125,0.540953125,0.2485,0.1135,0.134,2.0
1102,1.0,0.0,0.0,0.5,0.39,0.125,0.24939062499999998,0.113625,0.117,0.131,1.0
1103,0.0,1.0,0.0,0.489375,0.39,0.125,0.5445,0.246,0.15,0.1405,2.0
1104,0.0,0.0,1.0,0.51,0.405,0.125,0.6795,0.3465,0.1395,0.182,2.0
1105,0.0,1.0,0.0,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,1.0
1106,0.0,0.0,1.0,0.50578125,0.4,0.125,0.5575,0.2615,0.1195,0.1525,2.0
1107,0.0,0.0,1.0,0.51,0.38,0.115,0.5155,0.215,0.1135,0.15904687499999998,2.0
1108,0.0,0.0,1.0,0.515,0.385,0.125,0.6115,0.3175,0.126453125,0.15,2.0
1109,1.0,0.0,0.0,0.52,0.4,0.145,0.7765,0.3525,0.1845,0.185,2.0
1110,0.0,0.0,1.0,0.52,0.38359374999999996,0.135,0.5395,0.2295,0.133,0.157,2.0
1111,0.0,0.0,1.0,0.52,0.39203125,0.125,0.5545,0.288,0.1295,0.167,2.0
1112,0.0,1.0,0.0,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,2.0
1113,0.0,0.0,1.0,0.525,0.4,0.13,0.6455,0.325,0.1245,0.17,2.0
1114,0.0,0.0,1.0,0.525,0.4,0.14,0.59909375,0.2625,0.1285,0.1835,2.0
1115,1.0,0.0,0.0,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,2.0
1116,0.0,0.0,1.0,0.525,0.395,0.12,0.608,0.297,0.1395,0.1405,2.0
1117,0.0,0.0,1.0,0.53,0.4,0.125,0.617,0.279,0.136859375,0.178625,2.0
1118,0.0,0.0,1.0,0.535,0.39,0.125,0.59684375,0.2595,0.149,0.169,2.0
1119,0.0,0.0,1.0,0.54,0.42,0.14,0.6665,0.3125,0.138,0.1895,2.0
1120,1.0,0.0,0.0,0.545,0.39,0.135,0.7835,0.4225,0.1815,0.156,2.0
1121,1.0,0.0,0.0,0.545,0.42515625,0.12,0.7929999999999999,0.434,0.1405,0.19,2.0
1122,1.0,0.0,0.0,0.545,0.415,0.14,0.82,0.4615,0.17796875,0.218,2.0
1123,0.0,1.0,0.0,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,2.0
1124,0.0,1.0,0.0,0.55,0.43,0.15,0.84,0.395,0.195,0.223,2.0
1125,1.0,0.0,0.0,0.55,0.425,0.14437500000000003,0.8315,0.363546875,0.1765,0.235640625,2.0
1126,1.0,0.0,0.0,0.56,0.43,0.145,0.8995,0.385765625,0.189796875,0.234,2.0
1127,1.0,0.0,0.0,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215,2.0
1128,0.0,1.0,0.0,0.56,0.42609375,0.155,0.6405,0.336,0.1765,0.245,2.0
1129,1.0,0.0,0.0,0.56,0.415,0.145,0.852,0.43,0.1885,0.205,2.0
1130,1.0,0.0,0.0,0.57921875,0.455,0.15,0.9595,0.4565,0.2395,0.23,2.0
1131,1.0,0.0,0.0,0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,2.0
1132,0.0,1.0,0.0,0.565,0.45,0.175,1.0095,0.447,0.2375,0.27931249999999996,2.0
1133,1.0,0.0,0.0,0.57,0.46,0.15,1.0375,0.5415,0.2035,0.25,2.0
1134,0.0,1.0,0.0,0.5660937500000001,0.445,0.14625,0.8775,0.412,0.217,0.22,2.0
1135,0.0,0.0,1.0,0.57,0.43328124999999995,0.15,0.755,0.3425,0.16,0.22990624999999998,2.0
1136,0.0,1.0,0.0,0.575,0.46,0.145,0.9945,0.466,0.21981250000000002,0.265,2.0
1137,0.0,1.0,0.0,0.575,0.45,0.15812500000000002,1.068,0.556,0.239109375,0.2575,2.0
1138,1.0,0.0,0.0,0.5678125,0.435,0.14,0.8455,0.401,0.191,0.222,2.0
1139,0.0,1.0,0.0,0.575,0.47,0.165,0.95875,0.435,0.197,0.238,2.0
1140,1.0,0.0,0.0,0.575,0.455,0.135,0.942921875,0.4245,0.197,0.26,2.0
1141,0.0,0.0,1.0,0.55765625,0.435,0.13,0.805,0.35178125,0.2155,0.245,2.0
1142,1.0,0.0,0.0,0.575,0.445,0.17,1.0225,0.5489999999999999,0.2175,0.228,2.0
1143,1.0,0.0,0.0,0.575,0.445,0.145,0.88165625,0.415,0.1945,0.22,2.0
1144,1.0,0.0,0.0,0.58,0.455,0.15187499999999998,1.114,0.4765,0.2155,0.265,2.0
1145,1.0,0.0,0.0,0.58,0.5403125,0.195,1.859,0.945,0.426,0.46135937499999996,2.0
1146,1.0,0.0,0.0,0.58,0.445,0.135,0.8140000000000001,0.3775,0.1915,0.22,2.0
1147,1.0,0.0,0.0,0.58,0.45,0.14,0.958984375,0.486,0.1815,0.253,2.0
1148,1.0,0.0,0.0,0.58,0.45,0.145,1.0025,0.547,0.20803125,0.2295,2.0
1149,0.0,1.0,0.0,0.58,0.45,0.155,0.93,0.420359375,0.246,0.265,2.0
1150,1.0,0.0,0.0,0.585,0.46,0.145,0.8944062500000001,0.409546875,0.1825,0.235,2.0
1151,1.0,0.0,0.0,0.585,0.465,0.16,1.0257968750000002,0.4595,0.236,0.28460937499999994,2.0
1152,1.0,0.0,0.0,0.59,0.47,0.14968750000000003,0.9955,0.462265625,0.216390625,0.24,2.0
1153,0.0,1.0,0.0,0.6,0.475,0.16,1.0265,0.46676562499999996,0.2495,0.2565,2.0
1154,1.0,0.0,0.0,0.6,0.455,0.17,1.1915,0.696,0.2395,0.24,2.0
1155,0.0,1.0,0.0,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,2.0
1156,1.0,0.0,0.0,0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,2.0
1157,0.0,1.0,0.0,0.605,0.47,0.16015625,1.1775,0.611,0.2275,0.292,2.0
1158,1.0,0.0,0.0,0.605,0.475,0.14,1.1175,0.555,0.257,0.274,2.0
1159,1.0,0.0,0.0,0.605,0.48,0.17,1.1835,0.5820000000000001,0.2365,0.30559375,2.0
1160,0.0,1.0,0.0,0.605,0.475,0.165,1.056,0.433,0.23835937499999998,0.357,2.0
1161,1.0,0.0,0.0,0.61,0.485,0.16,1.0145,0.5315,0.212,0.279203125,2.0
1162,1.0,0.0,0.0,0.61,0.485,0.145,1.3305,0.7829999999999999,0.25871875,0.2865,2.0
1163,1.0,0.0,0.0,0.61,0.47,0.165,1.052,0.498,0.2325,0.267,2.0
1164,1.0,0.0,0.0,0.615,0.46,0.17,1.0565,0.4815,0.272,0.27,2.0
1165,0.0,1.0,0.0,0.58,0.465,0.15,0.9229999999999999,0.4615,0.1825,0.2415,2.0
1166,0.0,1.0,0.0,0.615,0.475,0.155,1.027,0.447,0.231203125,0.285,2.0
1167,1.0,0.0,0.0,0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,2.0
1168,1.0,0.0,0.0,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,2.0
1169,0.0,1.0,0.0,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,2.0
1170,0.0,1.0,0.0,0.625,0.485,0.175,1.3745,0.7335,0.2715,0.332,2.0
1171,1.0,0.0,0.0,0.625,0.48,0.185,1.2065,0.5870000000000001,0.29,0.286,2.0
1172,1.0,0.0,0.0,0.63,0.47,0.155,1.1325,0.589,0.248453125,0.287,2.0
1173,1.0,0.0,0.0,0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,2.0
1174,0.0,1.0,0.0,0.635,0.495,0.161875,1.1565,0.5115,0.25596875,0.31510937499999997,2.0
1175,1.0,0.0,0.0,0.64,0.515,0.165,1.369,0.632,0.3415,0.358,2.0
1176,1.0,0.0,0.0,0.645,0.53,0.195,1.39,0.643546875,0.2945,0.3735,2.0
1177,0.0,1.0,0.0,0.6121875,0.48,0.17,1.1345,0.528,0.254,0.305,2.0
1178,0.0,1.0,0.0,0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,2.0
1179,1.0,0.0,0.0,0.65,0.5,0.155,1.202,0.565,0.3135,0.294,2.0
1180,1.0,0.0,0.0,0.655,0.515,0.16,1.31,0.5529999999999999,0.369,0.345,2.0
1181,0.0,1.0,0.0,0.655,0.51,0.175,1.415,0.5885,0.3725,0.364,2.0
1182,0.0,1.0,0.0,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,2.0
1183,1.0,0.0,0.0,0.665,0.50375,0.16,1.363,0.629,0.279,0.34,2.0
1184,0.0,0.0,1.0,0.665,0.5,0.17,1.2975,0.6035,0.291,0.284984375,2.0
1185,0.0,1.0,0.0,0.67,0.505,0.205,1.3645,0.6075,0.3025,0.353,2.0
1186,0.0,1.0,0.0,0.67703125,0.54,0.215,1.7025,0.664,0.3655,0.4735,3.0
1187,1.0,0.0,0.0,0.685,0.52,0.17953124999999998,1.519,0.6990000000000001,0.3685,0.4,2.0
1188,0.0,1.0,0.0,0.69,0.54,0.155,1.454,0.624,0.3105,0.39,2.0
1189,1.0,0.0,0.0,0.69,0.53,0.21,1.583,0.7355,0.405,0.3865,2.0
1190,0.0,1.0,0.0,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,2.0
1191,1.0,0.0,0.0,0.695,0.56,0.185,1.74,0.885,0.3715,0.4375,2.0
1192,1.0,0.0,0.0,0.7,0.565,0.18,1.751,0.895,0.36417187500000003,0.441859375,2.0
1193,1.0,0.0,0.0,0.7,0.575,0.19,2.273,1.095,0.418,0.638,2.0
1194,0.0,1.0,0.0,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,2.0
1195,0.0,1.0,0.0,0.705,0.55,0.17,1.219,0.6395,0.236,0.301,2.0
1196,0.0,1.0,0.0,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,2.0
1197,1.0,0.0,0.0,0.71390625,0.55,0.19,2.0045,1.0465,0.407,0.5075,2.0
1198,1.0,0.0,0.0,0.68046875,0.535,0.19,1.6755,0.889,0.354484375,0.42,2.0
1199,0.0,1.0,0.0,0.72,0.58,0.195,1.9131562500000001,1.0265,0.48,0.5375,2.0
1200,0.0,1.0,0.0,0.72,0.55,0.2,1.9965,0.77321875,0.469,0.457015625,2.0
1201,1.0,0.0,0.0,0.72,0.565,0.15968749999999998,1.187,0.55728125,0.1945,0.2685,2.0
1202,1.0,0.0,0.0,0.725,0.505,0.185,1.978,1.026,0.4255,0.4505,2.0
1203,0.0,1.0,0.0,0.73,0.575,0.185,1.8795,0.9309999999999999,0.38,0.4825,2.0
1204,1.0,0.0,0.0,0.735,0.585,0.185,2.124,0.9520000000000001,0.55,0.5,2.0
1205,1.0,0.0,0.0,0.70359375,0.565,0.215,1.931,0.8959999999999999,0.4585,0.5,2.0
1206,0.0,1.0,0.0,0.75,0.57,0.21,2.236,1.109,0.5195,0.545,2.0
1207,0.0,1.0,0.0,0.755,0.625,0.21,2.505,1.1965,0.513,0.6785,2.0
1208,1.0,0.0,0.0,0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,2.0
1209,0.0,1.0,0.0,0.78,0.63,0.215,2.657,1.488,0.4985,0.586,2.0
1210,0.0,0.0,1.0,0.44015624999999997,0.375,0.12,0.4645,0.196,0.1045,0.15,1.0
1211,0.0,0.0,1.0,0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,1.0
1212,0.0,0.0,1.0,0.25,0.18359375,0.065,0.0685,0.0295,0.014,0.0225,1.0
1213,0.0,0.0,1.0,0.25,0.19,0.065,0.0835,0.039,0.017609375000000003,0.025,1.0
1214,0.0,0.0,1.0,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,1.0
1215,0.0,0.0,1.0,0.2828125,0.215,0.06890625,0.1075,0.044,0.0205,0.038,1.0
1216,0.0,0.0,1.0,0.31,0.20796875,0.07,0.1055,0.435,0.015,0.04,1.0
1217,0.0,0.0,1.0,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,1.0
1218,0.0,0.0,1.0,0.315,0.21890624999999997,0.07,0.1145,0.046,0.0235,0.0385,1.0
1219,0.0,0.0,1.0,0.30593750000000003,0.225,0.075,0.139,0.0565,0.032,0.04065625,1.0
1220,0.0,0.0,1.0,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052,2.0
1221,0.0,0.0,1.0,0.33,0.205,0.095,0.1595,0.077,0.032,0.0435,1.0
1222,0.0,0.0,1.0,0.335,0.245,0.09,0.2015,0.08054687499999999,0.0405,0.048,2.0
1223,0.0,0.0,1.0,0.34,0.25,0.09,0.179,0.0775,0.033,0.055,1.0
1224,0.0,0.0,1.0,0.345,0.255,0.095,0.1945,0.0925,0.03700000000000001,0.055,1.0
1225,0.0,0.0,1.0,0.345,0.255,0.085,0.2005,0.105,0.03700000000000001,0.05,1.0
1226,0.0,0.0,1.0,0.35,0.27,0.075,0.215,0.09021875,0.04284375,0.065,1.0
1227,0.0,0.0,1.0,0.34,0.255,0.08546875000000001,0.1785,0.0855,0.0305,0.0525,2.0
1228,0.0,0.0,1.0,0.36,0.27,0.085625,0.196,0.0875,0.035,0.064,1.0
1229,0.0,0.0,1.0,0.365,0.27,0.085,0.19940625,0.081,0.042,0.058,1.0
1230,0.0,0.0,1.0,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,2.0
1231,0.0,0.0,1.0,0.365,0.27390625,0.085,0.213,0.0945,0.049,0.06,2.0
1232,0.0,0.0,1.0,0.37,0.29,0.09,0.2445,0.08900000000000001,0.0655,0.075,2.0
1233,0.0,0.0,1.0,0.37,0.28,0.085,0.217,0.09593750000000001,0.04340625,0.062,1.0
1234,0.0,0.0,1.0,0.375,0.29,0.095,0.221046875,0.096,0.04099999999999999,0.061,1.0
1235,0.0,0.0,1.0,0.375,0.29,0.085,0.2385,0.10104687500000001,0.045,0.0695,2.0
1236,0.0,0.0,1.0,0.375,0.275,0.09,0.218,0.09300000000000001,0.0405,0.0755,1.0
1237,0.0,0.0,1.0,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,1.0
1238,0.0,0.0,1.0,0.35984375,0.28,0.08,0.2025,0.0825,0.048,0.065,2.0
1239,0.0,0.0,1.0,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,2.0
1240,0.0,0.0,1.0,0.38,0.275,0.11,0.256,0.11,0.050359375,0.0755,1.0
1241,0.0,0.0,1.0,0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,2.0
1242,0.0,0.0,1.0,0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,2.0
1243,0.0,0.0,1.0,0.385,0.28,0.085,0.2175,0.09699999999999999,0.038,0.06940625,2.0
1244,0.0,0.0,1.0,0.385,0.29734375,0.095,0.302,0.152,0.0615,0.0735,2.0
1245,0.0,0.0,1.0,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,1.0
1246,0.0,0.0,1.0,0.39,0.3,0.095,0.3265,0.1665,0.0575,0.08900000000000001,2.0
1247,0.0,0.0,1.0,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,2.0
1248,0.0,0.0,1.0,0.395,0.295,0.095,0.2725,0.115,0.0625,0.082234375,2.0
1249,0.0,0.0,1.0,0.395,0.27,0.1,0.2985,0.1445,0.061,0.08199999999999999,1.0
1250,0.0,0.0,1.0,0.38875000000000004,0.29,0.1,0.2675,0.1205,0.0605,0.0765,1.0
1251,0.0,0.0,1.0,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,1.0
1252,0.0,0.0,1.0,0.41,0.335,0.11,0.33,0.14915625,0.0705,0.17,2.0
1253,0.0,0.0,1.0,0.42,0.305,0.09,0.328,0.168,0.0615,0.08199999999999999,1.0
1254,0.0,0.0,1.0,0.425,0.325,0.11,0.3335,0.173,0.045,0.1,2.0
1255,0.0,0.0,1.0,0.425,0.32,0.1028125,0.3055,0.126,0.06464062500000001,0.106,2.0
1256,0.0,0.0,1.0,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,2.0
1257,0.0,0.0,1.0,0.45546875,0.34,0.0,0.428,0.2065,0.086,0.115,2.0
1258,0.0,0.0,1.0,0.43,0.315,0.095,0.3779999999999999,0.175,0.08,0.1045,2.0
1259,0.0,0.0,1.0,0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,2.0
1260,0.0,0.0,1.0,0.44,0.34750000000000003,0.12,0.42515625,0.2115,0.083,0.12,2.0
1261,0.0,0.0,1.0,0.45,0.33,0.105,0.42232812499999994,0.208,0.08900000000000001,0.12,2.0
1262,0.0,0.0,1.0,0.455,0.345,0.105,0.4005,0.18367187499999998,0.0755,0.126,2.0
1263,0.0,1.0,0.0,0.455,0.34640625,0.115,0.4305,0.184,0.108,0.1245,2.0
1264,0.0,0.0,1.0,0.455,0.33,0.1,0.3720000000000001,0.358,0.0775,0.11,2.0
1265,0.0,0.0,1.0,0.46,0.3521875,0.105,0.466,0.2225,0.099,0.11,2.0
1266,0.0,0.0,1.0,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,2.0
1267,0.0,1.0,0.0,0.46,0.365,0.125,0.4785,0.206,0.10632812500000001,0.141,2.0
1268,0.0,0.0,1.0,0.465,0.34,0.11,0.346,0.1425,0.073,0.113,2.0
1269,0.0,0.0,1.0,0.47,0.35609375000000004,0.1,0.41481250000000003,0.175,0.0855,0.135,2.0
1270,0.0,0.0,1.0,0.47359375,0.355,0.18,0.477703125,0.2055,0.107015625,0.1505,2.0
1271,0.0,0.0,1.0,0.47,0.355,0.1115625,0.393,0.167,0.0885,0.115,2.0
1272,0.0,0.0,1.0,0.475,0.355,0.1,0.5035,0.215671875,0.091,0.14,2.0
1273,0.0,0.0,1.0,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,2.0
1274,0.0,0.0,1.0,0.475,0.36,0.12109375,0.492,0.211,0.11,0.15,2.0
1275,0.0,0.0,1.0,0.48,0.37,0.125,0.5435,0.244,0.101,0.165,2.0
1276,0.0,0.0,1.0,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,2.0
1277,0.0,0.0,1.0,0.48,0.365,0.1,0.461,0.2205,0.101234375,0.132828125,2.0
1278,0.0,0.0,1.0,0.495,0.355,0.12203125,0.4965,0.214,0.1045,0.1495,2.0
1279,0.0,0.0,1.0,0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,2.0
1280,1.0,0.0,0.0,0.495,0.395,0.12,0.5529999999999999,0.224,0.1375,0.16596875,2.0
1281,0.0,0.0,1.0,0.5,0.38,0.12640625,0.594,0.2945,0.104,0.1565,2.0
1282,1.0,0.0,0.0,0.5,0.42,0.13546875000000003,0.6765,0.302,0.15025,0.2065,2.0
1283,0.0,0.0,1.0,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,2.0
1284,0.0,0.0,1.0,0.53109375,0.41,0.14,0.6615,0.2585,0.1625,0.196,2.0
1285,0.0,0.0,1.0,0.5,0.375,0.125,0.5551406249999999,0.259,0.124,0.157,2.0
1286,0.0,0.0,1.0,0.5,0.39593749999999994,0.1303125,0.6215,0.2925,0.1205,0.195,2.0
1287,0.0,0.0,1.0,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,2.0
1288,0.0,0.0,1.0,0.505,0.38,0.12,0.5881562499999999,0.26590625,0.1435,0.18,2.0
1289,0.0,0.0,1.0,0.505,0.395,0.105,0.555703125,0.248,0.103,0.171,2.0
1290,0.0,0.0,1.0,0.515,0.38,0.12,0.625,0.278640625,0.1295,0.16,2.0
1291,0.0,0.0,1.0,0.515,0.42,0.135,0.711,0.337,0.144,0.205,3.0
1292,0.0,0.0,1.0,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,2.0
1293,0.0,0.0,1.0,0.52,0.39296875,0.13,0.5825,0.233,0.1365,0.18,2.0
1294,0.0,0.0,1.0,0.52,0.395,0.133125,0.6629999999999999,0.3005,0.131,0.1905,2.0
1295,0.0,0.0,1.0,0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,2.0
1296,1.0,0.0,0.0,0.525,0.42,0.155,0.8420000000000001,0.428,0.1415,0.2045,2.0
1297,0.0,0.0,1.0,0.53,0.415,0.13,0.6940000000000001,0.294484375,0.111,0.167,2.0
1298,0.0,0.0,1.0,0.52640625,0.4059375,0.13328125000000002,0.81,0.4725,0.111,0.20664062499999997,2.0
1299,0.0,0.0,1.0,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,2.0
1300,0.0,0.0,1.0,0.53,0.425,0.13,0.7675,0.419,0.162921875,0.21,2.0
1301,0.0,0.0,1.0,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,2.0
1302,0.0,0.0,1.0,0.535,0.415,0.15,0.5765,0.3595,0.135,0.19574999999999998,2.0
1303,0.0,1.0,0.0,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,2.0
1304,1.0,0.0,0.0,0.535,0.435,0.135625,0.7170000000000001,0.3475,0.15875,0.194,2.0
1305,0.0,1.0,0.0,0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,2.0
1306,0.0,0.0,1.0,0.54,0.42,0.14,0.7265,0.3205,0.1445,0.229,2.0
1307,0.0,0.0,1.0,0.545,0.435,0.135,0.7715,0.3720000000000001,0.148,0.2296875,2.0
1308,0.0,1.0,0.0,0.545,0.445,0.15,0.8,0.3535,0.163,0.207,2.0
1309,0.0,0.0,1.0,0.545,0.43,0.15,0.728046875,0.33070312500000004,0.1315,0.2545,2.0
1310,0.0,0.0,1.0,0.545,0.4015625,0.135,0.5945,0.2629375,0.1185,0.185,2.0
1311,0.0,0.0,1.0,0.55,0.43,0.145,0.7895,0.35315624999999995,0.171,0.223,2.0
1312,0.0,1.0,0.0,0.55,0.405,0.125,0.6509999999999999,0.2965,0.137,0.2,2.0
1313,1.0,0.0,0.0,0.55,0.43,0.15,0.8745,0.413,0.1905,0.240375,2.0
1314,0.0,0.0,1.0,0.55,0.435,0.14,0.7535,0.3285,0.15784375,0.2325,2.0
1315,0.0,0.0,1.0,0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,2.0
1316,1.0,0.0,0.0,0.555,0.44,0.14,0.8705,0.407,0.156,0.255,2.0
1317,0.0,0.0,1.0,0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,2.0
1318,0.0,0.0,1.0,0.55203125,0.428125,0.14,0.7665,0.341,0.165,0.23,2.0
1319,0.0,0.0,1.0,0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,2.0
1320,0.0,0.0,1.0,0.56,0.425,0.14609375,0.8205,0.3715,0.185,0.236,2.0
1321,0.0,0.0,1.0,0.56,0.425,0.145,0.688,0.3095,0.1305,0.2165,2.0
1322,0.0,1.0,0.0,0.56,0.475,0.155,1.224,0.5565,0.3225,0.2695,2.0
1323,0.0,0.0,1.0,0.56,0.455,0.145,0.9740000000000001,0.547,0.1615,0.235,2.0
1324,0.0,0.0,1.0,0.565,0.44,0.175,0.8493906250000001,0.414,0.21,0.21,2.0
1325,0.0,1.0,0.0,0.565,0.45,0.145,0.8858750000000001,0.4215,0.1685,0.225,2.0
1326,1.0,0.0,0.0,0.565,0.445,0.15,0.7959999999999999,0.3635,0.17846875,0.219,2.0
1327,1.0,0.0,0.0,0.565,0.39,0.125,0.7440000000000001,0.352,0.13,0.1685,2.0
1328,0.0,0.0,1.0,0.57,0.45,0.145,0.7509999999999999,0.2825,0.2195,0.2215,2.0
1329,0.0,0.0,1.0,0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,2.0
1330,0.0,1.0,0.0,0.57,0.46,0.135,0.9699374999999999,0.397,0.2525,0.2655,2.0
1331,1.0,0.0,0.0,0.57,0.435,0.17,0.9041718750000001,0.382,0.183,0.2705,2.0
1332,0.0,0.0,1.0,0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,2.0
1333,1.0,0.0,0.0,0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,2.0
1334,0.0,1.0,0.0,0.5625,0.42,0.135,0.857,0.461,0.147,0.2125,2.0
1335,0.0,1.0,0.0,0.575,0.48,0.165,1.078,0.511,0.2095,0.306,2.0
1336,1.0,0.0,0.0,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,2.0
1337,1.0,0.0,0.0,0.58,0.46,0.155,1.1745156250000002,0.6715,0.273,0.2955,2.0
1338,1.0,0.0,0.0,0.58,0.455,0.135,0.7955,0.376765625,0.167,0.204,2.0
1339,0.0,1.0,0.0,0.58,0.445,0.15,0.858,0.4,0.156,0.24257812500000003,2.0
1340,1.0,0.0,0.0,0.585,0.465,0.155,0.9145,0.40345312499999997,0.1965,0.26971875,2.0
1341,1.0,0.0,0.0,0.585,0.49,0.185,1.171,0.518484375,0.2535,0.335,2.0
1342,0.0,0.0,1.0,0.585,0.475,0.16,0.9668125,0.48,0.234,0.285,2.0
1343,1.0,0.0,0.0,0.585,0.46,0.165,1.1135,0.5825,0.24209375,0.274,2.0
1344,1.0,0.0,0.0,0.585,0.47,0.165,1.409,0.8,0.229,0.295,2.0
1345,1.0,0.0,0.0,0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,2.0
1346,1.0,0.0,0.0,0.585,0.45,0.14484375,0.7995,0.368796875,0.1855,0.237,2.0
1347,0.0,0.0,1.0,0.55578125,0.445,0.135,0.7581562500000001,0.328,0.1745,0.23,2.0
1348,1.0,0.0,0.0,0.59,0.47,0.18,1.187,0.5985,0.25815625,0.31,2.0
1349,1.0,0.0,0.0,0.59,0.455,0.155,0.8855,0.388,0.188,0.275,2.0
1350,0.0,1.0,0.0,0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,2.0
1351,0.0,1.0,0.0,0.595,0.465,0.155,1.026,0.4645,0.226828125,0.28728125,2.0
1352,1.0,0.0,0.0,0.6,0.475,0.17,1.1315,0.508,0.248546875,0.309,2.0
1353,1.0,0.0,0.0,0.6,0.48,0.155,1.0026406250000002,0.451,0.1885,0.282609375,2.0
1354,0.0,0.0,1.0,0.6,0.46578125000000004,0.15,1.12,0.565,0.2465,0.27,2.0
1355,0.0,1.0,0.0,0.6,0.465,0.155,1.04,0.4755,0.25,0.29085937500000003,2.0
1356,0.0,1.0,0.0,0.6,0.455,0.145,0.962484375,0.440796875,0.1715,0.269,2.0
1357,1.0,0.0,0.0,0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,2.0
1358,0.0,0.0,1.0,0.605,0.485,0.15,1.0030000000000001,0.6315,0.226,0.33,2.0
1359,1.0,0.0,0.0,0.605,0.49,0.14,0.9755,0.419,0.206,0.315,2.0
1360,0.0,0.0,1.0,0.605,0.435,0.13,0.9025,0.4320000000000001,0.174,0.26,2.0
1361,0.0,1.0,0.0,0.605,0.475,0.175,1.076,0.463,0.2195,0.335,2.0
